"Area.Code","Cogs","DifferenceBetweenActualandTargetProfit","Date","Inventory.Margin","Margin","Market_size","Market","Marketing","Product_line","Product_type","Product","Profit","Sales","State","Target_cogs","Target_margin","Target_profit","Target_sales","Total_expenses","Type","Log_Profit","Sqrt_Profit","BoxCox_Profit","YeoJohnson_Profit"
325,52,-31,"3/18/2014",405,71,"Major Market","South",17,"Leaves","Herbal Tea","Chamomile",39,131,"Texas",30,80,70,110,45,"Decaf",3.68887945411394,6.2449979983984,6.67122975914856,5.99796739707004
815,76,36,"3/19/2014",580,111,"Major Market","Central",21,"Leaves","Tea","Darjeeling",116,199,"Illinois",50,80,80,130,33,"Regular",4.76217393479776,10.770329614269,10.5411283552111,9.03135140468756
815,72,32,"3/20/2014",650,110,"Major Market","Central",23,"Leaves","Tea","Earl Grey",82,194,"Illinois",50,80,50,130,55,"Regular",4.4188406077966,9.05538513813742,9.16991626645139,7.97291385979823
636,65,-18,"3/21/2014",1053,77,"Small Market","Central",20,"Beans","Coffee","Decaf Irish Cream",52,151,"Missouri",50,80,70,130,42,"Decaf",3.97029191355212,7.21110255092798,7.57302464450383,6.71778694300049
417,32,-38,"3/22/2014",833,47,"Small Market","Central",8,"Beans","Espresso","Decaf Espresso",42,84,"Missouri",30,80,80,110,19,"Decaf",3.76120011569356,6.48074069840786,6.89614607365233,6.17823996880571
405,82,36,"3/23/2014",788,123,"Small Market","South",27,"Beans","Espresso","Decaf Espresso",96,218,"Oklahoma",50,80,60,130,58,"Decaf",4.57471097850338,9.79795897113271,9.7753814775829,8.44240784120844
414,56,-28,"3/24/2014",385,70,"Small Market","Central",21,"Beans","Coffee","Amaretto",22,134,"Wisconsin",40,80,50,120,55,"Regular",3.13549421592915,4.69041575982343,5.09235808503701,4.71944589803896
405,91,43,"3/25/2014",-1785,127,"Small Market","South",28,"Beans","Espresso","Caffe Latte",113,232,"Oklahoma",50,80,70,130,51,"Regular",4.7361984483945,10.6301458127346,10.4324927476184,8.94812092017925
715,60,5,"3/26/2014",329,99,"Small Market","Central",18,"Leaves","Herbal Tea","Chamomile",85,169,"Wisconsin",40,80,80,120,42,"Decaf",4.45434729625351,9.21954445729289,9.3054253855058,8.07829019651326
937,55,-16,"3/27/2014",410,69,"Major Market","Central",20,"Beans","Espresso","Decaf Espresso",24,132,"Ohio",70,80,40,150,53,"Decaf",3.2188758248682,4.89897948556636,5.31519311320155,4.90116517042541
234,59,-1,"3/28/2014",411,79,"Major Market","Central",19,"Beans","Coffee","Amaretto",49,147,"Ohio",50,80,50,130,46,"Regular",3.91202300542815,7,7.38031949905347,6.56463747950631
209,75,48,"3/29/2014",659,114,"Major Market","West",24,"Leaves","Tea","Green Tea",88,201,"California",50,80,40,130,55,"Regular",4.48863636973214,9.38083151964686,9.4376267337951,8.1809273721197
417,69,16,"3/30/2014",1060,81,"Small Market","Central",21,"Beans","Coffee","Decaf Irish Cream",56,160,"Missouri",60,80,40,140,43,"Decaf",4.04305126783455,7.48331477354788,7.81821454618752,6.91211959890164
503,46,-3,"3/31/2014",424,68,"Small Market","West",14,"Beans","Coffee","Decaf Irish Cream",47,121,"Oregon",50,80,50,130,36,"Decaf",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
425,75,27,"4/1/2014",1063,89,"Small Market","West",23,"Beans","Espresso","Decaf Espresso",67,175,"Washington",70,80,40,150,44,"Decaf",4.21950770517611,8.18535277187245,8.43462673607566,7.39806946385375
475,61,-7,"4/2/2014",613,86,"Small Market","East",55,"Beans","Espresso","Caffe Mocha",3,157,"Connecticut",60,80,10,140,84,"Regular",1.38629436111989,1.73205080756888,1.30129723438636,1.65102658940178
318,47,5,"4/3/2014",834,68,"Small Market","South",13,"Beans","Coffee","Colombian",65,123,"Louisiana",50,80,60,130,24,"Regular",4.18965474202643,8.06225774829855,8.32812197646009,7.31437166239047
971,52,-16,"4/4/2014",509,73,"Small Market","West",47,"Beans","Coffee","Amaretto",1e-05,133,"Oregon",60,80,10,140,77,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
435,53,-10,"4/5/2014",380,71,"Small Market","West",17,"Beans","Coffee","Colombian",40,132,"Utah",60,80,50,140,44,"Regular",3.71357206670431,6.32455532033676,6.7475071511074,6.05915922675012
541,59,-1,"4/6/2014",411,79,"Small Market","West",19,"Beans","Espresso","Caffe Mocha",49,147,"Oregon",50,80,50,130,46,"Regular",3.91202300542815,7,7.38031949905347,6.56463747950631
262,53,21,"4/7/2014",321,88,"Small Market","Central",16,"Leaves","Herbal Tea","Chamomile",71,150,"Wisconsin",50,80,50,130,40,"Decaf",4.27666611901606,8.42614977317636,8.64113527754987,7.56004225651823
860,54,16,"4/8/2014",885,78,"Small Market","East",15,"Leaves","Tea","Darjeeling",76,141,"Connecticut",50,80,60,130,27,"Regular",4.34380542185368,8.71779788708135,8.88811913258737,7.75322041051975
419,46,-31,"4/9/2014",422,57,"Major Market","Central",17,"Beans","Espresso","Decaf Espresso",9,110,"Ohio",50,80,40,130,51,"Decaf",2.30258509299405,3,3.11060681643921,3.09431060815861
708,67,30,"4/10/2014",677,101,"Major Market","Central",22,"Leaves","Tea","Earl Grey",70,179,"Illinois",50,80,40,130,54,"Regular",4.26267987704132,8.36660026534076,8.59028750290873,7.52019869092566
585,54,17,"4/11/2014",601,79,"Major Market","East",15,"Leaves","Tea","Green Tea",77,142,"New York",50,80,60,130,27,"Regular",4.35670882668959,8.77496438739212,8.93614118031312,7.79071274357814
510,67,20,"4/12/2014",677,101,"Major Market","West",22,"Leaves","Tea","Green Tea",70,179,"California",40,80,50,120,54,"Regular",4.26267987704132,8.36660026534076,8.59028750290873,7.52019869092566
541,41,-13,"4/13/2014",435,60,"Small Market","West",13,"Beans","Coffee","Decaf Irish Cream",37,108,"Oregon",40,80,50,120,35,"Decaf",3.63758615972639,6.08276253029822,6.51446763308446,5.8720332510247
920,65,3,"4/14/2014",403,80,"Small Market","Central",24,"Beans","Coffee","Amaretto",33,155,"Wisconsin",60,80,30,140,58,"Regular",3.52636052461616,5.74456264653803,6.18219544910834,5.60433503985148
541,47,-30,"4/15/2014",521,65,"Small Market","West",42,"Beans","Coffee","Amaretto",1e-05,119,"Oregon",50,80,20,130,72,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
435,49,-19,"4/16/2014",392,65,"Small Market","West",16,"Beans","Coffee","Colombian",31,121,"Utah",50,80,50,130,44,"Regular",3.46573590279973,5.56776436283002,6.00538449812395,5.46146854042967
509,65,4,"4/17/2014",403,80,"Small Market","West",24,"Beans","Espresso","Caffe Mocha",34,155,"Washington",60,80,30,140,57,"Regular",3.55534806148941,5.8309518948453,6.2677982204248,5.67340047857861
318,68,9,"4/18/2014",619,85,"Small Market","South",25,"Leaves","Herbal Tea","Lemon",39,163,"Louisiana",60,80,30,140,59,"Decaf",3.68887945411394,6.2449979983984,6.67122975914856,5.99796739707004
214,39,-54,"4/19/2014",541,51,"Major Market","South",12,"Beans","Coffee","Decaf Irish Cream",26,90,"Texas",40,90,80,130,25,"Decaf",3.29583686600433,5.09901951359278,5.52538206968385,5.07222088649086
936,239,-155,"4/20/2014",1246,281,"Major Market","South",74,"Beans","Coffee","Colombian",185,520,"Texas",350,420,340,770,96,"Regular",5.2257466737132,13.6014705087354,12.626570265809,10.6094512160959
210,123,33,"4/21/2014",915,179,"Major Market","South",34,"Beans","Espresso","Caffe Mocha",133,302,"Texas",70,120,100,190,46,"Regular",4.89783979995091,11.5325625946708,11.1222039303216,9.47477093387252
225,48,-35,"4/22/2014",851,70,"Small Market","South",13,"Beans","Coffee","Decaf Irish Cream",45,118,"Louisiana",70,90,80,160,25,"Decaf",3.8286413964891,6.70820393249937,7.11008077908889,6.34925473862917
225,48,-33,"4/23/2014",829,71,"Small Market","South",13,"Beans","Coffee","Colombian",47,119,"Louisiana",70,90,80,160,24,"Regular",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
505,45,-57,"4/24/2014",447,69,"Small Market","South",14,"Beans","Coffee","Colombian",23,114,"New Mexico",50,110,80,160,46,"Regular",3.17805383034795,4.79583152331272,5.20547167381938,4.81173477068815
918,90,-66,"4/25/2014",572,115,"Small Market","South",29,"Beans","Coffee","Colombian",74,205,"Oklahoma",130,160,140,290,41,"Regular",4.31748811353631,8.60232526704263,8.79073181020461,7.67711912879533
505,25,-22,"4/26/2014",-466,31,"Small Market","South",9,"Beans","Espresso","Caffe Latte",1e-05,56,"New Mexico",10,20,10,30,43,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
225,103,-23,"4/27/2014",564,133,"Small Market","South",33,"Leaves","Herbal Tea","Chamomile",87,236,"Louisiana",80,130,110,210,46,"Decaf",4.47733681447821,9.32737905308882,9.39391508628923,8.14700914266099
504,79,-26,"4/28/2014",593,98,"Small Market","South",30,"Leaves","Herbal Tea","Lemon",34,177,"Louisiana",60,90,60,150,64,"Decaf",3.55534806148941,5.8309518948453,6.2677982204248,5.67340047857861
405,96,-23,"4/29/2014",683,134,"Small Market","South",87,"Leaves","Herbal Tea","Lemon",17,230,"Oklahoma",80,120,40,200,117,"Decaf",2.89037175789616,4.12310562561766,4.46520877893817,4.20625232123686
956,225,-56,"4/30/2014",1272,265,"Major Market","South",69,"Beans","Coffee","Colombian",174,490,"Texas",260,320,230,580,91,"Regular",5.16478597392351,13.1909059582729,12.3357474557379,10.391543346449
817,75,19,"5/1/2014",-1050,114,"Major Market","South",24,"Beans","Espresso","Caffe Latte",59,189,"Texas",50,90,40,140,55,"Regular",4.0943445622221,7.68114574786861,7.9941739155723,7.05121716510255
409,118,27,"5/2/2014",930,172,"Major Market","South",33,"Beans","Espresso","Caffe Mocha",127,290,"Texas",90,130,100,220,45,"Regular",4.85203026391962,11.2694276695846,10.923394589982,9.32339160847721
918,78,22,"5/3/2014",798,119,"Small Market","South",25,"Beans","Espresso","Decaf Espresso",62,197,"Oklahoma",60,90,40,150,57,"Decaf",4.14313472639153,7.87400787401181,8.16397695266985,7.18516004980608
918,88,-19,"5/4/2014",561,112,"Small Market","South",29,"Beans","Coffee","Colombian",71,200,"Oklahoma",100,130,90,230,41,"Regular",4.27666611901606,8.42614977317636,8.64113527754987,7.56004225651823
918,102,29,"5/5/2014",-2003,143,"Small Market","South",31,"Beans","Espresso","Caffe Latte",89,245,"Oklahoma",80,100,60,180,54,"Regular",4.49980967033027,9.4339811320566,9.48099204425403,8.21455914927136
337,101,5,"5/6/2014",552,130,"Small Market","South",33,"Leaves","Herbal Tea","Chamomile",85,231,"Louisiana",90,120,80,210,45,"Decaf",4.45434729625351,9.21954445729289,9.3054253855058,8.07829019651326
505,15,-1,"5/7/2014",848,24,"Small Market","South",4,"Leaves","Herbal Tea","Chamomile",9,39,"New Mexico",10,20,10,30,15,"Decaf",2.30258509299405,3,3.11060681643921,3.09431060815861
337,82,-2,"5/8/2014",601,102,"Small Market","South",31,"Leaves","Herbal Tea","Lemon",38,184,"Louisiana",70,100,40,170,64,"Decaf",3.66356164612965,6.16441400296898,6.59357071906458,5.93560973163213
580,94,-5,"5/9/2014",694,130,"Small Market","South",85,"Leaves","Herbal Tea","Lemon",15,224,"Oklahoma",80,120,20,200,115,"Decaf",2.77258872223978,3.87298334620742,4.17781126947552,3.97041716289268
972,241,-52,"5/10/2014",1321,284,"Major Market","South",74,"Beans","Coffee","Colombian",188,525,"Texas",280,340,240,620,96,"Regular",5.24174701505964,13.7113092008021,12.7037763705179,10.667187132074
972,123,23,"5/11/2014",959,179,"Major Market","South",34,"Beans","Espresso","Caffe Mocha",133,302,"Texas",90,140,110,230,46,"Regular",4.89783979995091,11.5325625946708,11.1222039303216,9.47477093387252
505,92,-24,"5/12/2014",1898,68,"Small Market","South",28,"Beans","Coffee","Decaf Irish Cream",16,160,"New Mexico",100,90,40,190,52,"Decaf",2.83321334405622,4,4.32465569998023,4.09095419486471
405,88,12,"5/13/2014",817,133,"Small Market","South",29,"Beans","Espresso","Decaf Espresso",72,221,"Oklahoma",60,110,60,170,61,"Decaf",4.29045944114839,8.48528137423857,8.69148417711951,7.5994702873928
318,49,-24,"5/14/2014",845,71,"Small Market","South",13,"Beans","Coffee","Colombian",46,120,"Louisiana",50,90,70,140,25,"Regular",3.85014760171006,6.78232998312527,7.17916874786433,6.40438663695411
505,48,-23,"5/15/2014",462,74,"Small Market","South",15,"Beans","Coffee","Colombian",27,122,"New Mexico",50,90,50,140,47,"Regular",3.3322045101752,5.19615242270663,5.62625126507429,5.15418254444888
405,81,-34,"5/16/2014",551,104,"Small Market","South",26,"Beans","Coffee","Colombian",66,185,"Oklahoma",90,130,100,220,38,"Regular",4.20469261939097,8.12403840463596,8.38165676719249,7.35645630341615
505,20,-5,"5/17/2014",-598,25,"Small Market","South",7,"Beans","Espresso","Caffe Latte",1e-05,45,"New Mexico",10,20,-10,30,40,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
918,134,31,"5/18/2014",-2248,186,"Small Market","South",41,"Beans","Espresso","Caffe Latte",121,320,"Oklahoma",100,140,90,240,65,"Regular",4.80402104473326,11,10.7178971103063,9.16655754838304
225,94,7,"5/19/2014",540,120,"Small Market","South",31,"Leaves","Herbal Tea","Chamomile",77,214,"Louisiana",80,110,70,190,43,"Decaf",4.35670882668959,8.77496438739212,8.93614118031312,7.79071274357814
505,16,-1,"5/20/2014",851,25,"Small Market","South",4,"Leaves","Herbal Tea","Chamomile",9,41,"New Mexico",10,20,10,30,16,"Decaf",2.30258509299405,3,3.11060681643921,3.09431060815861
580,105,-10,"5/21/2014",716,145,"Small Market","South",95,"Leaves","Herbal Tea","Lemon",20,250,"Oklahoma",90,140,30,230,125,"Decaf",3.04452243772342,4.47213595499958,4.85485350743861,4.52537705589284
281,39,-41,"5/22/2014",541,51,"Major Market","South",12,"Beans","Coffee","Decaf Irish Cream",39,96,"Texas",40,90,80,130,25,"Decaf",3.68887945411394,6.2449979983984,6.67122975914856,5.99796739707004
432,239,-65,"5/23/2014",1246,281,"Major Market","South",74,"Beans","Coffee","Colombian",275,554,"Texas",350,420,340,770,96,"Regular",5.62040086571715,16.583123951777,14.642066255696,12.1017754615008
817,123,97,"5/24/2014",915,179,"Major Market","South",34,"Beans","Espresso","Caffe Mocha",197,322,"Texas",70,120,100,190,46,"Regular",5.28826703069454,14.0356688476182,12.9303388954182,10.8363431629953
985,48,-13,"5/25/2014",851,70,"Small Market","South",13,"Beans","Coffee","Decaf Irish Cream",67,126,"Louisiana",70,90,80,160,25,"Decaf",4.21950770517611,8.18535277187245,8.43462673607566,7.39806946385375
337,48,-10,"5/26/2014",829,71,"Small Market","South",13,"Beans","Coffee","Colombian",70,127,"Louisiana",70,90,80,160,24,"Regular",4.26267987704132,8.36660026534076,8.59028750290873,7.52019869092566
505,45,-46,"5/27/2014",447,69,"Small Market","South",14,"Beans","Coffee","Colombian",34,121,"New Mexico",50,110,80,160,46,"Regular",3.55534806148941,5.8309518948453,6.2677982204248,5.67340047857861
918,90,-30,"5/28/2014",572,115,"Small Market","South",29,"Beans","Coffee","Colombian",110,218,"Oklahoma",130,160,140,290,41,"Regular",4.70953020131233,10.4880884817015,10.3218190455462,8.86322039924573
505,25,-28,"5/29/2014",-466,31,"Small Market","South",9,"Beans","Espresso","Caffe Latte",1e-05,60,"New Mexico",10,20,10,30,43,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
318,103,19,"5/30/2014",564,133,"Small Market","South",33,"Leaves","Herbal Tea","Chamomile",129,251,"Louisiana",80,130,110,210,46,"Decaf",4.86753445045558,11.3578166916005,10.9903812422994,9.37443553799599
225,79,-10,"5/31/2014",593,98,"Small Market","South",30,"Leaves","Herbal Tea","Lemon",50,189,"Louisiana",60,90,60,150,64,"Decaf",3.93182563272433,7.07106781186548,7.44545010962263,6.61643990582519
918,96,-15,"6/1/2014",683,134,"Small Market","South",87,"Leaves","Herbal Tea","Lemon",25,245,"Oklahoma",80,120,40,200,117,"Decaf",3.25809653802148,5,5.42175934801256,4.9879348473056
432,225,28,"6/2/2014",1272,265,"Major Market","South",69,"Beans","Coffee","Colombian",258,522,"Texas",260,320,230,580,91,"Regular",5.55682806169954,16.062378404209,14.301227844804,11.8515217977895
806,75,48,"6/3/2014",-1050,114,"Major Market","South",24,"Beans","Espresso","Caffe Latte",88,201,"Texas",50,90,40,140,55,"Regular",4.48863636973214,9.38083151964686,9.4376267337951,8.1809273721197
915,118,88,"6/4/2014",930,172,"Major Market","South",33,"Beans","Espresso","Caffe Mocha",188,309,"Texas",90,130,100,220,45,"Regular",5.24174701505964,13.7113092008021,12.7037763705179,10.667187132074
580,78,52,"6/5/2014",798,119,"Small Market","South",25,"Beans","Espresso","Decaf Espresso",92,210,"Oklahoma",60,90,40,150,57,"Decaf",4.53259949315326,9.59166304662544,9.60907487420997,8.31379055609195
918,88,15,"6/6/2014",561,112,"Small Market","South",29,"Beans","Coffee","Colombian",105,213,"Oklahoma",100,130,90,230,41,"Regular",4.66343909411207,10.2469507659596,10.1325713176261,8.71778816834591
405,102,72,"6/7/2014",-2003,143,"Small Market","South",31,"Beans","Espresso","Caffe Latte",132,261,"Oklahoma",80,100,60,180,54,"Regular",4.89034912822175,11.4891252930761,11.08951128132,9.44990129888064
985,101,46,"6/8/2014",552,130,"Small Market","South",33,"Leaves","Herbal Tea","Chamomile",126,246,"Louisiana",90,120,80,210,45,"Decaf",4.84418708645859,11.2249721603218,10.8896240521091,9.29764358549245
505,15,3,"6/9/2014",848,24,"Small Market","South",4,"Leaves","Herbal Tea","Chamomile",13,42,"New Mexico",10,20,10,30,15,"Decaf",2.63905732961526,3.60555127546399,3.86217948140527,3.71115874981479
337,82,16,"6/10/2014",601,102,"Small Market","South",31,"Leaves","Herbal Tea","Lemon",56,196,"Louisiana",70,100,40,170,64,"Decaf",4.04305126783455,7.48331477354788,7.81821454618752,6.91211959890164
405,94,2,"6/11/2014",694,130,"Small Market","South",85,"Leaves","Herbal Tea","Lemon",22,239,"Oklahoma",80,120,20,200,115,"Decaf",3.13549421592915,4.69041575982343,5.09235808503701,4.71944589803896
409,241,39,"6/12/2014",1321,284,"Major Market","South",74,"Beans","Coffee","Colombian",279,559,"Texas",280,340,240,620,96,"Regular",5.63478960316925,16.7032930884901,14.720108301124,12.1589599799779
254,123,87,"6/13/2014",959,179,"Major Market","South",34,"Beans","Espresso","Caffe Mocha",197,322,"Texas",90,140,110,230,46,"Regular",5.28826703069454,14.0356688476182,12.9303388954182,10.8363431629953
505,92,-16,"6/14/2014",1898,68,"Small Market","South",28,"Beans","Coffee","Decaf Irish Cream",24,171,"New Mexico",100,90,40,190,52,"Decaf",3.2188758248682,4.89897948556636,5.31519311320155,4.90116517042541
918,88,47,"6/15/2014",817,133,"Small Market","South",29,"Beans","Espresso","Decaf Espresso",107,236,"Oklahoma",60,110,60,170,61,"Decaf",4.68213122712422,10.3440804327886,10.2090118241588,8.77656980373194
985,49,-2,"6/16/2014",845,71,"Small Market","South",13,"Beans","Coffee","Colombian",68,128,"Louisiana",50,90,70,140,25,"Regular",4.23410650459726,8.24621125123532,8.48704614086559,7.4392232443312
505,48,-10,"6/17/2014",462,74,"Small Market","South",15,"Beans","Coffee","Colombian",40,130,"New Mexico",50,90,50,140,47,"Regular",3.71357206670431,6.32455532033676,6.7475071511074,6.05915922675012
580,81,-2,"6/18/2014",551,104,"Small Market","South",26,"Beans","Coffee","Colombian",98,197,"Oklahoma",90,130,100,220,38,"Regular",4.59511985013459,9.89949493661167,9.85672049777662,8.50522019122891
505,20,-12,"6/19/2014",-598,25,"Small Market","South",7,"Beans","Espresso","Caffe Latte",1e-05,48,"New Mexico",10,20,-10,30,40,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
918,134,90,"6/20/2014",-2248,186,"Small Market","South",41,"Beans","Espresso","Caffe Latte",180,341,"Oklahoma",100,140,90,240,65,"Regular",5.19849703126583,13.4164078649987,12.4959224477935,10.5116429841356
985,94,44,"6/21/2014",540,120,"Small Market","South",31,"Leaves","Herbal Tea","Chamomile",114,228,"Louisiana",80,110,70,190,43,"Decaf",4.74493212836325,10.6770782520313,10.4689265558858,8.97604618873673
505,16,3,"6/22/2014",851,25,"Small Market","South",4,"Leaves","Herbal Tea","Chamomile",13,44,"New Mexico",10,20,10,30,16,"Decaf",2.63905732961526,3.60555127546399,3.86217948140527,3.71115874981479
580,105,0,"6/23/2014",716,145,"Small Market","South",95,"Leaves","Herbal Tea","Lemon",30,266,"Oklahoma",90,140,30,230,125,"Decaf",3.43398720448515,5.47722557505166,5.91397038224061,5.38749333359726
860,125,-15,"6/24/2014",1119,188,"Small Market","East",41,"Beans","Coffee","Colombian",115,313,"Connecticut",100,160,130,260,73,"Regular",4.75359019110636,10.7238052947636,10.5051373293819,9.0037887653066
203,60,-39,"6/25/2014",606,84,"Small Market","East",54,"Beans","Espresso","Caffe Mocha",1,144,"Connecticut",40,90,40,130,83,"Regular",0.693147180559945,1,0,0.7555321818971
203,130,-8,"6/26/2014",1134,195,"Small Market","East",42,"Beans","Coffee","Colombian",122,325,"Connecticut",110,180,130,290,73,"Regular",4.81218435537242,11.0453610171873,10.7526345706633,9.19309493375962
203,115,-5,"6/27/2014",1166,174,"Small Market","East",37,"Beans","Coffee","Colombian",105,289,"Connecticut",100,160,110,260,69,"Regular",4.66343909411207,10.2469507659596,10.1325713176261,8.71778816834591
203,125,41,"6/28/2014",1119,188,"Small Market","East",41,"Beans","Coffee","Colombian",171,334,"Connecticut",100,160,130,260,73,"Regular",5.14749447681345,13.076696830622,12.2542065749354,10.3303244495318
959,60,-39,"6/29/2014",606,84,"Small Market","East",54,"Beans","Espresso","Caffe Mocha",1,153,"Connecticut",40,90,40,130,83,"Regular",0.693147180559945,1,0,0.7555321818971
203,130,51,"6/30/2014",1134,195,"Small Market","East",42,"Beans","Coffee","Colombian",181,346,"Connecticut",110,180,130,290,73,"Regular",5.2040066870768,13.4536240470737,12.5222534031402,10.5313663395816
959,115,46,"7/1/2014",1166,174,"Small Market","East",37,"Beans","Coffee","Colombian",156,308,"Connecticut",100,160,110,260,69,"Regular",5.05624580534831,12.4899959967968,11.83074868664,10.0115311196831
561,91,-14,"7/2/2014",656,127,"Major Market","East",28,"Beans","Coffee","Decaf Irish Cream",76,218,"Florida",70,110,90,180,51,"Decaf",4.34380542185368,8.71779788708135,8.88811913258737,7.75322041051975
239,86,-30,"7/3/2014",547,116,"Major Market","East",28,"Beans","Espresso","Decaf Espresso",60,202,"Florida",70,110,90,180,56,"Decaf",4.11087386417331,7.74596669241483,8.05143297459921,7.09641544813305
407,82,-26,"7/4/2014",788,123,"Major Market","East",27,"Beans","Coffee","Colombian",64,205,"Florida",60,110,90,170,59,"Regular",4.17438726989564,8,8.27400751061499,7.27180293212449
857,72,18,"7/5/2014",-3004,402,"Major Market","East",23,"Beans","Coffee","Colombian",348,474,"Massachusetts",50,350,330,400,54,"Regular",5.85507192220243,18.6547581061776,15.9575679423819,13.0600796685046
315,260,17,"7/6/2014",2548,390,"Major Market","East",91,"Beans","Coffee","Colombian",247,650,"New York",210,330,230,540,143,"Regular",5.51342874616498,15.7162336455017,14.0722198768646,11.6829076017615
239,96,-32,"7/7/2014",683,134,"Major Market","East",87,"Beans","Espresso","Caffe Mocha",18,230,"Florida",80,130,50,210,116,"Regular",2.94443897916644,4.24264068711928,4.60008758198814,4.31681223695035
845,125,-32,"7/8/2014",3142,-56,"Major Market","East",113,"Beans","Espresso","Caffe Mocha",1e-05,69,"New York",110,-60,-170,50,146,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
781,161,-28,"7/9/2014",1267,161,"Major Market","East",45,"Beans","Espresso","Regular Espresso",92,322,"Massachusetts",140,160,120,300,69,"Regular",4.53259949315326,9.59166304662544,9.60907487420997,8.31379055609195
718,239,-15,"7/10/2014",1197,526,"Major Market","East",66,"Beans","Espresso","Regular Espresso",435,765,"New York",210,510,450,720,91,"Regular",6.07764224334903,20.8566536146142,17.2931657756755,14.0213594712263
386,22,-10,"7/11/2014",573,29,"Major Market","East",7,"Leaves","Herbal Tea","Chamomile",10,51,"Florida",0,20,20,20,19,"Decaf",2.39789527279837,3.16227766016838,3.31754104989627,3.26390635106194
845,255,59,"7/12/2014",1622,258,"Major Market","East",96,"Leaves","Herbal Tea","Lemon",129,513,"New York",140,150,70,290,129,"Decaf",4.86753445045558,11.3578166916005,10.9903812422994,9.37443553799599
315,239,-70,"7/13/2014",4360,-75,"Major Market","East",74,"Leaves","Herbal Tea","Mint",1e-05,164,"New York",130,-50,-100,80,95,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
516,108,-25,"7/14/2014",971,157,"Major Market","East",30,"Leaves","Tea","Darjeeling",115,265,"New York",110,170,140,280,42,"Regular",4.75359019110636,10.7238052947636,10.5051373293819,9.0037887653066
716,123,-26,"7/15/2014",915,179,"Major Market","East",34,"Leaves","Tea","Earl Grey",134,302,"New York",130,190,160,320,45,"Regular",4.90527477843843,11.5758369027902,11.1547249625856,9.49950087269366
518,76,-22,"7/16/2014",580,111,"Major Market","East",21,"Leaves","Tea","Green Tea",78,187,"New York",80,120,100,200,33,"Regular",4.36944785246702,8.83176086632785,8.9837286259325,7.82784399826725
772,102,-1,"7/17/2014",666,143,"Major Market","East",31,"Beans","Coffee","Decaf Irish Cream",89,245,"Florida",90,130,90,220,54,"Decaf",4.49980967033027,9.4339811320566,9.48099204425403,8.21455914927136
561,77,-9,"7/18/2014",557,103,"Major Market","East",25,"Beans","Espresso","Decaf Espresso",51,180,"Florida",70,100,60,170,52,"Decaf",3.95124371858143,7.14142842854285,7.50967516382153,6.66748122627047
754,78,3,"7/19/2014",798,119,"Major Market","East",25,"Beans","Coffee","Colombian",63,197,"Florida",70,100,60,170,56,"Regular",4.15888308335967,7.93725393319377,8.21929788626494,7.22873696642026
978,75,24,"7/20/2014",-3287,379,"Major Market","East",24,"Beans","Coffee","Colombian",324,454,"Massachusetts",60,340,300,400,55,"Regular",5.78382518232974,18,15.5484168925647,12.7632853308469
347,249,6,"7/21/2014",2580,374,"Major Market","East",87,"Beans","Coffee","Colombian",236,623,"New York",220,340,230,560,138,"Regular",5.46806014113513,15.3622914957372,13.8359570610996,11.5085501000311
754,94,-5,"7/22/2014",694,130,"Major Market","East",85,"Beans","Espresso","Caffe Mocha",15,224,"Florida",90,120,20,210,115,"Regular",2.77258872223978,3.87298334620742,4.17781126947552,3.97041716289268
347,121,-12,"7/23/2014",3385,-60,"Major Market","East",109,"Beans","Espresso","Caffe Mocha",1e-05,61,"New York",110,-60,-190,50,142,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
508,181,-12,"7/24/2014",1283,182,"Major Market","East",50,"Beans","Espresso","Regular Espresso",108,363,"Massachusetts",170,180,120,350,74,"Regular",4.69134788222914,10.3923048454133,10.2468574715245,8.80565297672304
646,211,-9,"7/25/2014",933,464,"Major Market","East",59,"Beans","Espresso","Regular Espresso",381,675,"New York",200,460,390,660,83,"Regular",5.94542060860658,19.5192212959431,16.4890667753848,13.4439809617639
561,22,1,"7/26/2014",570,30,"Major Market","East",7,"Leaves","Herbal Tea","Chamomile",11,52,"Florida",10,20,10,30,19,"Decaf",2.484906649788,3.3166247903554,3.51045471219615,3.42223420542126
631,245,64,"7/27/2014",1704,331,"Major Market","East",93,"Leaves","Herbal Tea","Lemon",204,576,"New York",180,240,140,420,127,"Decaf",5.32300997913841,14.2828568570857,13.1015942766173,10.9639400021583
